OrderID,OrderDate,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,CustomerID,Segment
SO100667,2023-05-26,East,Office Supplies,Storage,129.49,4,0.2,-3.78,C2294,Consumer
SO100668,2023-03-13,West,Office Supplies,Paper,261.2,4,0.1,-51.14,C6264,Consumer
SO100669,2024-08-26,North,Office Supplies,Storage,13.3,4,0.0,2.09,C5323,Consumer
SO100670,2024-01-16,West,Office Supplies,Pens,273.01,1,0.05,46.58,C2415,Home Office
SO100671,2024-04-12,East,Furniture,Tables,237.72,3,0.0,65.1,C1983,Consumer
SO100672,2023-07-04,North,Office Supplies,Binders,127.47,5,0.0,-24.55,C2234,Home Office
SO100673,2024-07-17,East,Office Supplies,Pens,375.82,3,0.0,52.76,C4255,Consumer
SO100674,2024-12-17,North,Furniture,Tables,178.95,5,0.05,44.79,C3094,Consumer
SO100675,2024-07-28,East,Furniture,Tables,300.55,5,0.0,53.45,C7611,Consumer
SO100676,2023-04-13,South,Furniture,Tables,110.84,4,0.05,15.9,C3903,Consumer
SO100677,2023-06-29,West,Office Supplies,Pens,22.22,3,0.0,-1.82,C4320,Consumer
SO100678,2024-08-31,North,Office Supplies,Paper,250.35,2,0.0,91.76,C8890,Consumer
SO100679,2024-06-26,South,Technology,Copiers,150.24,4,0.0,-12.28,C8444,Home Office
SO100680,2023-05-31,South,Technology,Phones,114.11,3,0.1,18.23,C9059,Consumer
SO100681,2023-09-19,South,Office Supplies,Paper,157.19,5,0.0,19.28,C7694,Home Office
SO100682,2024-04-20,East,Office Supplies,Paper,156.29,3,0.0,-16.08,C4866,Consumer
SO100683,2023-04-06,West,Office Supplies,Binders,265.93,1,0.0,11.52,C2749,Consumer
SO100684,2023-12-28,South,Office Supplies,Binders,153.71,3,0.0,66.69,C4163,Corporate
SO100685,2024-02-11,North,Furniture,Bookcases,40.05,3,0.05,-7.84,C6450,Consumer
SO100686,2024-12-17,West,Furniture,Bookcases,40.58,2,0.0,-0.26,C9469,Consumer
SO100687,2023-04-27,North,Office Supplies,Storage,81.31,1,0.0,25.92,C3963,Home Office
SO100688,2024-01-01,East,Office Supplies,Storage,47.88,5,0.1,-1.66,C6237,Small Business
SO100689,2023-01-23,East,Furniture,Chairs,446.39,3,0.1,-87.25,C6527,Home Office
SO100690,2024-02-07,North,Furniture,Tables,434.85,3,0.0,139.06,C4646,Home Office
SO100691,2023-08-10,East,Technology,Copiers,248.38,2,0.05,-22.14,C9993,Consumer
SO100692,2023-10-13,West,Technology,Accessories,207.9,4,0.0,27.64,C8411,Consumer
SO100693,2023-01-19,South,Office Supplies,Binders,334.02,4,0.0,37.98,C1016,Corporate
SO100694,2023-02-22,North,Technology,Phones,375.79,1,0.0,56.35,C9712,Consumer
SO100695,2023-05-03,West,Technology,Phones,50.17,2,0.0,17.45,C6565,Corporate
SO100696,2024-06-27,East,Furniture,Chairs,27.85,5,0.05,-0.85,C8018,Consumer
SO100697,2023-11-02,South,Technology,Machines,191.57,2,0.0,61.71,C5449,Small Business
SO100698,2025-01-08,South,Office Supplies,Binders,242.83,3,0.05,35.42,C9868,Consumer
SO100699,2024-04-12,North,Technology,Copiers,55.55,3,0.1,18.32,C1740,Consumer
SO100700,2024-01-13,East,Office Supplies,Binders,79.25,5,0.0,-5.7,C7651,Consumer
SO100701,2025-01-03,North,Furniture,Chairs,54.18,2,0.0,15.77,C4206,Corporate
SO100702,2023-06-23,South,Furniture,Tables,82.82,4,0.0,-10.17,C5021,Consumer
SO100703,2025-01-17,East,Technology,Machines,299.23,3,0.0,121.68,C7522,Home Office
SO100704,2023-12-09,North,Technology,Accessories,95.67,2,0.0,-18.24,C7083,Corporate
SO100705,2025-02-22,West,Furniture,Bookcases,333.72,4,0.0,122.89,C5038,Corporate
SO100706,2023-07-19,South,Technology,Phones,64.02,4,0.0,-1.83,C5503,Consumer
SO100707,2024-11-19,West,Office Supplies,Binders,94.54,3,0.0,-1.03,C9233,Small Business
SO100708,2024-02-17,North,Technology,Machines,91.14,4,0.0,29.18,C4681,Consumer
SO100709,2024-12-24,East,Furniture,Bookcases,156.07,2,0.1,13.15,C5686,Consumer
SO100710,2025-03-06,North,Office Supplies,Paper,138.65,1,0.1,28.79,C9545,Consumer
SO100711,2025-03-22,West,Furniture,Chairs,206.86,2,0.0,68.45,C1201,Home Office
SO100712,2023-05-28,North,Office Supplies,Paper,560.26,2,0.0,73.78,C1594,Home Office
SO100713,2024-08-14,South,Office Supplies,Pens,49.79,3,0.0,-5.73,C3884,Consumer
SO100714,2025-04-18,East,Office Supplies,Storage,345.43,5,0.0,109.54,C1873,Consumer
SO100715,2023-12-11,North,Office Supplies,Pens,132.04,1,0.05,49.06,C9727,Consumer
SO100716,2023-08-03,South,Office Supplies,Storage,229.62,1,0.1,-29.21,C7981,Home Office
SO100717,2024-06-07,West,Furniture,Chairs,370.73,5,0.0,3.19,C8525,Consumer
SO100718,2023-08-18,South,Office Supplies,Pens,66.37,1,0.0,2.87,C9879,Consumer
SO100719,2024-03-25,West,Office Supplies,Binders,80.85,3,0.0,13.43,C8862,Consumer
SO100720,2024-08-28,East,Furniture,Chairs,148.17,2,0.2,49.23,C1329,Consumer
SO100721,2023-09-29,West,Furniture,Tables,127.8,5,0.0,-6.31,C2793,Consumer
SO100722,2024-11-22,South,Technology,Accessories,114.72,2,0.0,48.77,C7977,Consumer
SO100723,2025-05-04,South,Office Supplies,Paper,38.79,5,0.05,10.01,C4302,Consumer
SO100724,2024-07-11,East,Furniture,Bookcases,20.64,3,0.0,4.78,C6104,Home Office
SO100725,2024-01-07,North,Furniture,Tables,57.74,5,0.05,19.66,C7490,Home Office
SO100726,2024-03-23,East,Technology,Machines,107.66,1,0.0,0.78,C2138,Consumer
SO100727,2024-10-24,South,Furniture,Bookcases,236.9,4,0.0,92.09,C5404,Corporate
SO100728,2023-04-20,East,Technology,Machines,126.75,4,0.2,26.78,C8863,Home Office
SO100729,2024-09-07,North,Office Supplies,Paper,348.62,1,0.0,-43.28,C5394,Consumer
SO100730,2024-04-11,South,Furniture,Chairs,642.39,3,0.1,92.85,C8694,Corporate
SO100731,2023-06-18,East,Office Supplies,Pens,93.04,1,0.0,25.15,C2495,Small Business
SO100732,2024-11-15,East,Office Supplies,Binders,517.26,3,0.05,127.81,C3267,Consumer
SO100733,2023-10-01,South,Furniture,Tables,456.56,4,0.0,162.92,C4708,Corporate
SO100734,2025-05-25,South,Office Supplies,Binders,253.33,5,0.2,72.09,C4370,Corporate
SO100735,2024-08-23,South,Technology,Accessories,398.02,1,0.05,92.48,C2107,Consumer
SO100736,2023-08-19,South,Office Supplies,Pens,263.61,3,0.2,93.94,C8211,Consumer
SO100737,2025-06-15,West,Office Supplies,Binders,109.77,2,0.1,37.73,C9635,Consumer
SO100738,2023-08-29,South,Furniture,Bookcases,509.3,5,0.1,195.26,C5437,Consumer
SO100739,2023-12-20,North,Furniture,Tables,92.59,4,0.0,35.76,C7364,Home Office
SO100740,2023-03-24,West,Technology,Accessories,239.94,1,0.1,22.35,C9348,Home Office
SO100741,2025-06-06,North,Technology,Machines,78.79,5,0.0,11.24,C3053,Consumer
SO100742,2024-05-15,West,Office Supplies,Binders,102.19,4,0.0,30.07,C3360,Corporate
SO100743,2023-01-15,South,Office Supplies,Paper,106.45,3,0.05,18.85,C4842,Consumer
SO100744,2024-11-07,North,Office Supplies,Binders,137.93,3,0.0,4.49,C3421,Corporate
SO100745,2023-01-27,North,Furniture,Tables,99.71,5,0.1,-19.61,C9451,Consumer
SO100746,2025-06-16,East,Technology,Machines,54.36,5,0.0,9.42,C6816,Consumer
SO100747,2023-12-11,South,Furniture,Bookcases,338.41,2,0.2,71.01,C1438,Corporate
SO100748,2024-05-16,West,Office Supplies,Binders,262.44,1,0.05,-52.43,C1872,Consumer
SO100749,2023-01-23,West,Furniture,Bookcases,187.03,1,0.0,56.01,C4986,Consumer
SO100750,2025-03-13,South,Office Supplies,Paper,376.92,5,0.1,-5.05,C6154,Consumer
SO100751,2025-05-12,South,Furniture,Bookcases,20.27,4,0.05,5.26,C2829,Consumer
SO100752,2024-06-17,South,Technology,Phones,632.14,1,0.0,138.99,C1826,Small Business
SO100753,2023-07-16,South,Furniture,Bookcases,195.01,4,0.05,-14.33,C7211,Home Office
SO100754,2024-11-19,East,Office Supplies,Paper,350.6,4,0.1,19.37,C2129,Small Business
SO100755,2023-04-29,North,Technology,Accessories,480.51,4,0.2,-55.0,C9554,Consumer
SO100756,2023-05-27,East,Technology,Phones,81.07,2,0.0,-13.24,C2491,Corporate
SO100757,2023-12-20,West,Furniture,Bookcases,739.5,2,0.0,203.45,C9732,Consumer
SO100758,2024-10-13,West,Office Supplies,Paper,686.47,1,0.0,178.81,C2983,Corporate
SO100759,2024-10-13,West,Office Supplies,Binders,43.02,1,0.0,3.5,C6203,Consumer
SO100760,2024-01-13,East,Office Supplies,Binders,664.49,2,0.05,-128.31,C2949,Consumer
SO100761,2024-03-12,South,Furniture,Bookcases,591.26,1,0.05,183.23,C5876,Consumer
SO100762,2025-04-24,East,Technology,Accessories,110.49,5,0.05,-13.37,C8109,Home Office
SO100763,2024-08-03,South,Office Supplies,Pens,656.78,1,0.0,-47.38,C5926,Corporate
SO100764,2023-06-23,East,Office Supplies,Binders,271.23,3,0.1,-49.33,C3348,Corporate
SO100765,2023-07-12,East,Furniture,Bookcases,183.58,5,0.0,-8.35,C8448,Consumer
SO100766,2023-03-31,West,Office Supplies,Pens,206.43,4,0.0,-30.63,C4405,Consumer
SO100767,2024-07-06,West,Technology,Accessories,409.69,4,0.0,93.94,C7350,Corporate
SO100768,2025-02-14,North,Furniture,Tables,155.19,5,0.0,-21.17,C4574,Consumer
SO100769,2025-02-14,South,Office Supplies,Paper,468.52,4,0.1,164.95,C4345,Home Office
SO100770,2023-09-04,West,Office Supplies,Paper,101.22,4,0.0,-1.31,C8168,Consumer
SO100771,2023-10-17,West,Furniture,Bookcases,119.49,1,0.05,-4.37,C9671,Corporate
SO100772,2024-07-24,South,Furniture,Tables,44.24,2,0.0,-8.19,C6373,Consumer
SO100773,2023-09-21,East,Technology,Copiers,487.96,2,0.0,-14.4,C2096,Consumer
SO100774,2023-06-12,North,Furniture,Chairs,127.86,4,0.0,50.58,C2989,Home Office
SO100775,2023-05-13,South,Technology,Machines,95.49,1,0.0,27.93,C2410,Consumer
SO100776,2024-01-25,North,Office Supplies,Pens,270.37,2,0.2,31.48,C6685,Consumer
SO100777,2023-04-29,South,Office Supplies,Storage,180.44,5,0.0,-17.22,C1642,Consumer
SO100778,2025-05-21,East,Technology,Machines,154.84,1,0.2,-11.99,C8196,Consumer
SO100779,2023-06-28,South,Furniture,Tables,219.88,5,0.1,69.57,C7065,Consumer
SO100780,2024-08-11,East,Furniture,Chairs,51.34,1,0.1,19.96,C3573,Consumer
SO100781,2024-03-05,North,Furniture,Tables,87.71,1,0.05,28.76,C5180,Consumer
SO100782,2023-09-12,East,Office Supplies,Pens,283.51,1,0.0,85.35,C2893,Consumer
SO100783,2023-12-19,West,Technology,Copiers,311.26,2,0.1,99.58,C4174,Consumer
SO100784,2023-04-25,South,Furniture,Tables,344.51,1,0.1,46.31,C4186,Consumer
SO100785,2024-01-17,West,Office Supplies,Paper,339.89,3,0.0,70.47,C8700,Consumer
SO100786,2023-04-03,North,Office Supplies,Binders,37.37,1,0.0,-5.52,C6188,Consumer
SO100787,2023-11-24,West,Office Supplies,Storage,440.32,3,0.0,-82.53,C6877,Consumer
SO100788,2025-01-02,North,Office Supplies,Storage,389.96,5,0.0,127.46,C1314,Consumer
SO100789,2025-01-21,West,Technology,Phones,82.41,3,0.2,8.89,C2582,Consumer
SO100790,2024-10-27,South,Technology,Copiers,260.14,2,0.0,-35.53,C9281,Home Office
SO100791,2024-05-04,East,Furniture,Bookcases,222.89,3,0.0,17.59,C8105,Home Office
SO100792,2023-09-05,West,Office Supplies,Storage,202.39,1,0.1,-38.95,C8652,Home Office
SO100793,2025-05-15,West,Office Supplies,Pens,95.86,5,0.0,17.62,C2612,Corporate
SO100794,2023-01-02,South,Office Supplies,Pens,359.43,3,0.0,6.48,C3872,Corporate
SO100795,2023-09-27,West,Office Supplies,Paper,224.5,3,0.1,10.32,C6543,Consumer
SO100796,2023-04-27,South,Furniture,Chairs,25.91,1,0.0,11.44,C3564,Consumer
SO100797,2023-02-08,West,Furniture,Tables,243.57,1,0.0,81.72,C4263,Consumer
SO100798,2023-08-02,East,Office Supplies,Pens,474.33,2,0.1,-64.96,C6116,Consumer
SO100799,2024-02-16,East,Furniture,Bookcases,70.1,4,0.05,11.97,C8241,Consumer
SO100800,2024-11-09,North,Office Supplies,Storage,925.72,4,0.0,296.77,C9665,Consumer
SO100801,2023-06-11,North,Furniture,Chairs,258.28,3,0.0,14.2,C3596,Consumer
SO100802,2025-02-08,South,Furniture,Tables,100.01,5,0.05,8.81,C7054,Consumer
SO100803,2024-02-20,South,Technology,Accessories,41.79,5,0.0,4.24,C4929,Consumer
SO100804,2023-09-03,West,Technology,Phones,83.46,1,0.0,34.1,C9567,Consumer
SO100805,2023-04-24,West,Office Supplies,Binders,276.44,5,0.0,-31.47,C8251,Home Office
SO100806,2024-09-18,South,Technology,Accessories,1342.67,5,0.0,493.24,C1455,Consumer
SO100807,2023-10-22,West,Furniture,Tables,148.33,5,0.2,38.86,C7458,Consumer
SO100808,2023-01-29,South,Technology,Accessories,326.98,1,0.2,92.38,C6248,Consumer
SO100809,2024-12-16,East,Office Supplies,Paper,422.63,1,0.0,162.66,C8387,Consumer
SO100810,2024-09-18,West,Furniture,Tables,284.85,1,0.0,22.25,C8458,Consumer
SO100811,2025-05-17,West,Technology,Copiers,295.21,4,0.3,119.2,C9698,Consumer
SO100812,2023-02-01,North,Office Supplies,Paper,85.35,5,0.0,-13.0,C2310,Corporate
SO100813,2023-06-29,West,Office Supplies,Storage,337.62,3,0.0,97.01,C1392,Home Office
SO100814,2023-03-08,North,Office Supplies,Storage,218.86,1,0.1,43.72,C5219,Consumer
SO100815,2025-04-15,North,Furniture,Bookcases,110.83,4,0.05,44.37,C3856,Consumer
SO100816,2025-04-22,North,Office Supplies,Binders,488.86,4,0.0,155.35,C7492,Home Office
SO100817,2025-02-12,South,Office Supplies,Paper,402.96,2,0.1,-1.74,C1017,Consumer
SO100818,2023-01-01,East,Furniture,Bookcases,253.77,3,0.0,27.49,C1918,Home Office
SO100819,2024-01-02,South,Technology,Phones,146.12,4,0.0,-9.65,C4742,Corporate
SO100820,2025-04-20,North,Technology,Machines,378.67,2,0.05,156.52,C4509,Home Office
SO100821,2024-03-03,West,Office Supplies,Pens,761.08,4,0.1,48.03,C7859,Consumer
SO100822,2023-12-31,West,Office Supplies,Pens,42.99,4,0.0,18.04,C5287,Consumer
SO100823,2025-03-03,West,Furniture,Chairs,316.25,2,0.2,23.42,C9732,Consumer
SO100824,2023-05-25,South,Office Supplies,Pens,156.2,4,0.0,15.49,C1800,Consumer
SO100825,2024-01-17,North,Technology,Machines,815.52,3,0.05,55.96,C7739,Consumer
SO100826,2025-05-14,East,Furniture,Tables,184.36,5,0.05,70.16,C2059,Consumer
SO100827,2023-08-13,North,Technology,Phones,293.36,4,0.0,44.89,C4056,Small Business
SO100828,2023-10-25,West,Office Supplies,Binders,352.29,4,0.2,-37.07,C2520,Home Office
SO100829,2023-06-02,North,Technology,Phones,105.38,4,0.0,-6.16,C5385,Consumer
SO100830,2023-10-05,West,Furniture,Tables,591.37,2,0.3,-23.3,C8598,Small Business
SO100831,2023-02-16,South,Office Supplies,Storage,236.62,3,0.0,98.34,C1180,Consumer
SO100832,2023-10-19,North,Technology,Phones,315.61,1,0.0,25.16,C7234,Consumer
SO100833,2023-11-15,East,Furniture,Chairs,171.58,3,0.2,60.12,C2135,Corporate
SO100834,2023-03-10,North,Office Supplies,Paper,48.06,2,0.0,0.57,C2529,Consumer
SO100835,2023-11-15,South,Office Supplies,Storage,34.38,3,0.0,9.51,C9135,Corporate
SO100836,2025-06-12,South,Office Supplies,Binders,25.77,2,0.0,1.41,C5254,Small Business
SO100837,2024-06-28,West,Technology,Phones,526.73,5,0.0,-69.06,C5183,Home Office
SO100838,2023-09-07,North,Office Supplies,Pens,373.31,5,0.0,128.01,C2944,Consumer
SO100839,2023-02-15,South,Technology,Copiers,33.33,3,0.0,13.51,C2589,Corporate
SO100840,2025-05-06,West,Office Supplies,Binders,62.19,5,0.0,-5.58,C2680,Consumer
SO100841,2023-12-25,East,Office Supplies,Paper,343.16,4,0.1,-63.47,C7512,Consumer
SO100842,2024-01-07,South,Technology,Machines,659.79,1,0.2,203.33,C4474,Consumer
SO100843,2023-02-27,West,Office Supplies,Pens,141.31,5,0.0,8.74,C9135,Corporate
SO100844,2024-10-27,North,Office Supplies,Binders,116.22,1,0.2,-24.56,C4090,Consumer
SO100845,2025-03-11,North,Office Supplies,Storage,327.82,4,0.0,51.07,C9734,Corporate
SO100846,2023-12-27,North,Office Supplies,Binders,244.02,1,0.0,26.81,C1026,Corporate
SO100847,2023-02-03,South,Office Supplies,Pens,399.51,4,0.05,8.85,C2832,Consumer
SO100848,2024-05-17,West,Technology,Copiers,172.77,3,0.0,41.74,C8776,Consumer
SO100849,2024-10-08,East,Furniture,Chairs,82.19,1,0.05,13.84,C8538,Corporate
SO100850,2023-07-13,East,Furniture,Chairs,432.08,2,0.1,-21.79,C6755,Consumer
SO100851,2023-11-04,East,Technology,Phones,747.97,4,0.0,-147.03,C6049,Home Office
SO100852,2024-06-27,North,Office Supplies,Storage,393.16,3,0.0,25.56,C4171,Corporate
SO100853,2024-01-27,South,Furniture,Tables,359.99,5,0.0,-32.63,C9241,Consumer
SO100854,2023-09-09,East,Technology,Accessories,45.96,4,0.05,16.85,C9418,Consumer
SO100855,2023-05-22,West,Office Supplies,Paper,187.1,1,0.1,71.83,C8637,Consumer
SO100856,2023-05-08,East,Technology,Accessories,123.38,3,0.0,8.78,C8867,Small Business
SO100857,2024-01-23,West,Office Supplies,Binders,52.51,5,0.0,13.65,C5911,Consumer
SO100858,2024-02-17,North,Office Supplies,Pens,105.73,5,0.1,-18.21,C3409,Consumer
SO100859,2024-10-17,South,Office Supplies,Paper,398.12,5,0.0,84.77,C4405,Consumer
SO100860,2025-03-08,East,Furniture,Tables,174.88,1,0.0,31.5,C3812,Consumer
SO100861,2024-08-01,East,Furniture,Bookcases,290.14,2,0.05,96.65,C9471,Home Office
SO100862,2025-01-21,West,Technology,Accessories,58.48,1,0.0,-8.48,C3046,Consumer
SO100863,2023-03-03,West,Office Supplies,Pens,204.88,4,0.05,-5.52,C3232,Consumer
SO100864,2024-12-24,East,Office Supplies,Storage,175.34,4,0.0,-4.7,C6754,Consumer
SO100865,2023-04-07,West,Technology,Copiers,45.78,3,0.1,-0.49,C8990,Small Business
SO100866,2024-07-24,South,Technology,Phones,149.73,3,0.0,45.19,C9160,Consumer
SO100867,2025-01-14,West,Technology,Machines,99.96,4,0.1,30.99,C7979,Small Business
SO100868,2024-05-21,East,Technology,Machines,564.68,2,0.1,17.08,C1766,Corporate
SO100869,2025-03-09,East,Office Supplies,Paper,103.94,3,0.0,14.55,C8536,Consumer
SO100870,2023-07-05,West,Furniture,Bookcases,98.88,5,0.0,-12.3,C9696,Small Business
SO100871,2023-04-07,South,Furniture,Chairs,50.07,3,0.0,17.12,C4692,Corporate
SO100872,2024-05-23,West,Office Supplies,Pens,184.72,4,0.2,1.24,C8575,Corporate
SO100873,2025-03-25,East,Furniture,Tables,341.34,4,0.0,99.83,C3784,Consumer
SO100874,2023-12-06,East,Office Supplies,Paper,164.27,3,0.0,57.93,C4680,Corporate
SO100875,2025-03-20,West,Technology,Phones,687.82,3,0.0,159.64,C1526,Corporate
SO100876,2023-10-04,South,Technology,Copiers,65.96,4,0.0,21.47,C5507,Consumer
SO100877,2024-05-19,East,Office Supplies,Paper,337.92,5,0.0,12.28,C7868,Consumer
SO100878,2023-02-10,North,Office Supplies,Storage,101.87,4,0.2,33.63,C4137,Home Office
SO100879,2025-06-07,East,Office Supplies,Paper,225.2,3,0.0,21.92,C8863,Corporate
SO100880,2024-05-25,South,Office Supplies,Pens,151.44,5,0.05,30.72,C4405,Consumer
SO100881,2023-04-21,North,Office Supplies,Binders,190.4,2,0.0,49.22,C1661,Consumer
SO100882,2024-03-10,West,Technology,Copiers,156.54,2,0.0,-28.79,C4218,Small Business
SO100883,2024-05-17,South,Furniture,Bookcases,342.93,5,0.0,153.49,C7451,Home Office
SO100884,2023-05-13,West,Office Supplies,Pens,734.49,2,0.0,70.18,C5534,Home Office
SO100885,2023-09-23,West,Office Supplies,Storage,115.84,1,0.3,-4.52,C7707,Home Office
SO100886,2023-05-05,South,Office Supplies,Pens,106.58,3,0.0,11.49,C3088,Consumer
SO100887,2024-01-20,South,Office Supplies,Pens,149.61,4,0.05,26.85,C3066,Corporate
SO100888,2023-08-07,South,Office Supplies,Storage,157.03,2,0.0,2.84,C4622,Home Office
SO100889,2024-02-10,West,Furniture,Tables,150.9,4,0.0,13.07,C9984,Consumer
SO100890,2024-05-22,South,Technology,Phones,425.84,3,0.2,77.26,C4838,Small Business
SO100891,2023-03-16,West,Office Supplies,Pens,67.53,5,0.0,22.56,C9389,Corporate
SO100892,2023-05-30,East,Furniture,Tables,25.31,2,0.0,8.38,C9084,Home Office
SO100893,2023-09-04,East,Office Supplies,Pens,125.17,3,0.2,42.26,C6673,Corporate
SO100894,2024-02-22,West,Office Supplies,Pens,240.88,4,0.0,-34.62,C8236,Corporate
SO100895,2025-06-06,East,Technology,Machines,77.3,1,0.1,22.15,C1868,Corporate
SO100896,2023-06-16,North,Technology,Copiers,46.96,5,0.2,-12.3,C7445,Small Business
SO100897,2025-03-16,South,Furniture,Bookcases,151.65,4,0.0,45.03,C6842,Consumer
SO100898,2024-07-09,East,Office Supplies,Binders,282.97,1,0.1,-22.61,C8846,Home Office
SO100899,2023-04-14,North,Office Supplies,Binders,179.63,4,0.0,60.77,C9058,Corporate
SO100900,2024-06-29,West,Furniture,Chairs,173.23,2,0.0,66.01,C5145,Small Business
SO100901,2023-04-06,North,Technology,Accessories,487.86,1,0.2,-0.33,C7115,Home Office
SO100902,2024-03-01,East,Office Supplies,Binders,207.89,5,0.0,-37.62,C8300,Consumer
SO100903,2023-07-19,South,Furniture,Tables,248.7,1,0.3,30.95,C2918,Consumer
SO100904,2023-03-11,West,Furniture,Chairs,392.46,3,0.0,0.18,C2845,Consumer
SO100905,2024-12-11,West,Furniture,Bookcases,258.27,2,0.1,98.63,C8108,Consumer
SO100906,2023-01-24,East,Office Supplies,Binders,235.02,3,0.0,-27.89,C6005,Consumer
SO100907,2024-12-27,South,Office Supplies,Pens,118.71,1,0.05,-22.23,C6691,Home Office
SO100908,2023-04-17,South,Office Supplies,Pens,580.11,3,0.0,-70.73,C1227,Home Office
SO100909,2023-02-09,East,Technology,Phones,95.99,4,0.0,16.03,C7444,Consumer
SO100910,2023-02-01,East,Technology,Machines,114.93,3,0.3,33.01,C7768,Consumer
SO100911,2023-10-21,South,Furniture,Bookcases,118.29,2,0.0,25.45,C4348,Corporate
SO100912,2023-02-08,East,Furniture,Bookcases,137.4,4,0.3,-16.37,C6240,Consumer
SO100913,2023-07-04,West,Furniture,Bookcases,105.93,5,0.0,19.34,C2901,Home Office
SO100914,2025-05-05,North,Office Supplies,Pens,620.38,2,0.1,248.34,C2551,Consumer
SO100915,2024-02-25,East,Office Supplies,Paper,106.03,4,0.1,-11.66,C9848,Consumer
SO100916,2024-08-01,South,Office Supplies,Storage,125.0,2,0.0,25.25,C8139,Home Office
SO100917,2025-02-17,South,Furniture,Bookcases,31.63,1,0.1,7.4,C3266,Consumer
SO100918,2024-04-13,East,Technology,Copiers,121.88,2,0.0,40.14,C7447,Corporate
SO100919,2025-06-15,West,Office Supplies,Binders,402.56,3,0.0,36.47,C9742,Small Business
SO100920,2023-01-17,North,Furniture,Bookcases,474.18,4,0.0,63.51,C9153,Consumer
SO100921,2025-03-09,South,Office Supplies,Paper,211.62,1,0.1,-30.3,C3462,Consumer
SO100922,2025-06-18,West,Office Supplies,Binders,61.56,5,0.0,-10.44,C5765,Corporate
SO100923,2024-05-23,South,Office Supplies,Pens,414.91,1,0.1,-25.39,C2370,Consumer
SO100924,2025-05-26,East,Office Supplies,Binders,132.83,1,0.0,-25.62,C2371,Small Business
SO100925,2024-11-30,North,Office Supplies,Pens,43.94,2,0.0,4.58,C4188,Corporate
SO100926,2024-07-19,North,Furniture,Bookcases,138.22,1,0.0,16.56,C1407,Consumer
SO100927,2023-05-02,South,Technology,Accessories,85.76,2,0.1,26.54,C4069,Consumer
SO100928,2025-01-22,South,Office Supplies,Storage,137.4,2,0.2,57.04,C5646,Consumer
SO100929,2023-09-01,East,Office Supplies,Paper,1118.41,5,0.0,-64.55,C9344,Home Office
SO100930,2025-06-05,South,Office Supplies,Pens,46.18,4,0.0,14.93,C8017,Consumer
SO100931,2025-03-28,North,Technology,Accessories,221.13,5,0.0,74.97,C3043,Consumer
SO100932,2024-04-03,South,Office Supplies,Binders,158.59,5,0.1,10.76,C1860,Consumer
SO100933,2025-05-25,South,Furniture,Bookcases,67.1,1,0.2,-13.52,C2004,Consumer
SO100934,2024-11-17,East,Technology,Machines,156.15,3,0.0,12.13,C5460,Consumer
SO100935,2023-06-05,East,Office Supplies,Paper,192.14,4,0.1,-28.78,C6536,Consumer
SO100936,2024-11-04,East,Furniture,Bookcases,101.75,4,0.0,9.81,C2518,Consumer
SO100937,2025-04-20,East,Furniture,Chairs,150.01,5,0.0,-1.4,C3303,Consumer
SO100938,2024-08-03,South,Furniture,Tables,115.73,4,0.0,-18.81,C3384,Consumer
SO100939,2024-07-05,North,Office Supplies,Storage,359.96,3,0.0,86.4,C8112,Consumer
SO100940,2025-05-15,South,Office Supplies,Binders,295.51,4,0.0,57.9,C2758,Consumer
SO100941,2024-06-29,South,Furniture,Bookcases,119.27,1,0.0,19.19,C8099,Home Office
SO100942,2025-02-21,East,Office Supplies,Pens,174.43,3,0.0,56.8,C8189,Consumer
SO100943,2023-03-19,North,Office Supplies,Storage,636.99,5,0.0,185.99,C8525,Consumer
SO100944,2023-03-03,East,Furniture,Tables,293.78,4,0.05,-41.01,C3462,Corporate
SO100945,2025-05-03,South,Furniture,Tables,223.43,3,0.0,96.1,C5776,Home Office
SO100946,2024-07-02,North,Technology,Machines,50.8,3,0.0,-5.7,C7318,Corporate
SO100947,2025-02-19,West,Furniture,Bookcases,109.86,5,0.0,-6.43,C5394,Corporate
SO100948,2024-05-21,West,Office Supplies,Storage,247.33,4,0.0,-49.37,C3798,Consumer
SO100949,2024-03-13,South,Furniture,Bookcases,297.54,4,0.0,-36.93,C3127,Consumer
SO100950,2025-06-05,South,Office Supplies,Pens,175.21,2,0.0,59.41,C6231,Home Office
SO100951,2023-10-10,West,Furniture,Tables,176.78,3,0.0,-20.67,C8205,Consumer
SO100952,2025-04-30,West,Furniture,Chairs,91.36,1,0.0,6.36,C4991,Consumer
SO100953,2025-02-01,North,Furniture,Tables,800.24,3,0.0,208.99,C3015,Consumer
SO100954,2025-06-14,South,Technology,Phones,247.57,1,0.0,18.6,C3962,Consumer
SO100955,2024-04-28,North,Office Supplies,Storage,534.2,5,0.0,43.16,C4451,Consumer
SO100956,2024-06-08,East,Office Supplies,Paper,367.63,1,0.0,-71.65,C9181,Consumer
SO100957,2025-01-15,North,Office Supplies,Binders,294.37,4,0.2,13.7,C2780,Consumer
SO100958,2025-05-17,North,Furniture,Tables,289.12,5,0.1,24.18,C9112,Corporate
SO100959,2023-10-09,East,Office Supplies,Binders,541.89,3,0.0,136.87,C7937,Corporate
SO100960,2025-01-11,South,Furniture,Tables,86.37,5,0.0,8.86,C1903,Consumer
