OrderID,OrderDate,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,CustomerID,Segment,year_month
SO100786,2023-04-03,North,Office Supplies,Binders,37.37,1,0.0,-5.52,C6188,Consumer,2023-04
SO100787,2023-11-24,West,Office Supplies,Storage,440.32,3,0.0,-82.53,C6877,Consumer,2023-11
SO100790,2024-10-27,South,Technology,Copiers,260.14,2,0.0,-35.53,C9281,Home Office,2024-10
SO100792,2023-09-05,West,Office Supplies,Storage,202.39,1,0.1,-38.95,C8652,Home Office,2023-09
SO100798,2023-08-02,East,Office Supplies,Pens,474.33,2,0.1,-64.96,C6116,Consumer,2023-08
SO100805,2023-04-24,West,Office Supplies,Binders,276.44,5,0.0,-31.47,C8251,Home Office,2023-04
SO100812,2023-02-01,North,Office Supplies,Paper,85.35,5,0.0,-13.0,C2310,Corporate,2023-02
SO100817,2025-02-12,South,Office Supplies,Paper,402.96,2,0.1,-1.74,C1017,Consumer,2025-02
SO100819,2024-01-02,South,Technology,Phones,146.12,4,0.0,-9.65,C4742,Corporate,2024-01
SO100828,2023-10-25,West,Office Supplies,Binders,352.29,4,0.2,-37.07,C2520,Home Office,2023-10
SO100829,2023-06-02,North,Technology,Phones,105.38,4,0.0,-6.16,C5385,Consumer,2023-06
SO100830,2023-10-05,West,Furniture,Tables,591.37,2,0.3,-23.3,C8598,Small Business,2023-10
SO100837,2024-06-28,West,Technology,Phones,526.73,5,0.0,-69.06,C5183,Home Office,2024-06
SO100840,2025-05-06,West,Office Supplies,Binders,62.19,5,0.0,-5.58,C2680,Consumer,2025-05
SO100841,2023-12-25,East,Office Supplies,Paper,343.16,4,0.1,-63.47,C7512,Consumer,2023-12
SO100844,2024-10-27,North,Office Supplies,Binders,116.22,1,0.2,-24.56,C4090,Consumer,2024-10
SO100850,2023-07-13,East,Furniture,Chairs,432.08,2,0.1,-21.79,C6755,Consumer,2023-07
SO100851,2023-11-04,East,Technology,Phones,747.97,4,0.0,-147.03,C6049,Home Office,2023-11
SO100853,2024-01-27,South,Furniture,Tables,359.99,5,0.0,-32.63,C9241,Consumer,2024-01
SO100858,2024-02-17,North,Office Supplies,Pens,105.73,5,0.1,-18.21,C3409,Consumer,2024-02
SO100862,2025-01-21,West,Technology,Accessories,58.48,1,0.0,-8.48,C3046,Consumer,2025-01
SO100863,2023-03-03,West,Office Supplies,Pens,204.88,4,0.05,-5.52,C3232,Consumer,2023-03
SO100864,2024-12-24,East,Office Supplies,Storage,175.34,4,0.0,-4.7,C6754,Consumer,2024-12
SO100865,2023-04-07,West,Technology,Copiers,45.78,3,0.1,-0.49,C8990,Small Business,2023-04
SO100870,2023-07-05,West,Furniture,Bookcases,98.88,5,0.0,-12.3,C9696,Small Business,2023-07
SO100882,2024-03-10,West,Technology,Copiers,156.54,2,0.0,-28.79,C4218,Small Business,2024-03
SO100885,2023-09-23,West,Office Supplies,Storage,115.84,1,0.3,-4.52,C7707,Home Office,2023-09
SO100894,2024-02-22,West,Office Supplies,Pens,240.88,4,0.0,-34.62,C8236,Corporate,2024-02
SO100896,2023-06-16,North,Technology,Copiers,46.96,5,0.2,-12.3,C7445,Small Business,2023-06
SO100898,2024-07-09,East,Office Supplies,Binders,282.97,1,0.1,-22.61,C8846,Home Office,2024-07
SO100901,2023-04-06,North,Technology,Accessories,487.86,1,0.2,-0.33,C7115,Home Office,2023-04
SO100902,2024-03-01,East,Office Supplies,Binders,207.89,5,0.0,-37.62,C8300,Consumer,2024-03
SO100906,2023-01-24,East,Office Supplies,Binders,235.02,3,0.0,-27.89,C6005,Consumer,2023-01
SO100907,2024-12-27,South,Office Supplies,Pens,118.71,1,0.05,-22.23,C6691,Home Office,2024-12
SO100908,2023-04-17,South,Office Supplies,Pens,580.11,3,0.0,-70.73,C1227,Home Office,2023-04
SO100912,2023-02-08,East,Furniture,Bookcases,137.4,4,0.3,-16.37,C6240,Consumer,2023-02
SO100915,2024-02-25,East,Office Supplies,Paper,106.03,4,0.1,-11.66,C9848,Consumer,2024-02
SO100921,2025-03-09,South,Office Supplies,Paper,211.62,1,0.1,-30.3,C3462,Consumer,2025-03
SO100922,2025-06-18,West,Office Supplies,Binders,61.56,5,0.0,-10.44,C5765,Corporate,2025-06
SO100923,2024-05-23,South,Office Supplies,Pens,414.91,1,0.1,-25.39,C2370,Consumer,2024-05
SO100924,2025-05-26,East,Office Supplies,Binders,132.83,1,0.0,-25.62,C2371,Small Business,2025-05
SO100929,2023-09-01,East,Office Supplies,Paper,1118.41,5,0.0,-64.55,C9344,Home Office,2023-09
SO100933,2025-05-25,South,Furniture,Bookcases,67.1,1,0.2,-13.52,C2004,Consumer,2025-05
SO100935,2023-06-05,East,Office Supplies,Paper,192.14,4,0.1,-28.78,C6536,Consumer,2023-06
SO100937,2025-04-20,East,Furniture,Chairs,150.01,5,0.0,-1.4,C3303,Consumer,2025-04
SO100938,2024-08-03,South,Furniture,Tables,115.73,4,0.0,-18.81,C3384,Consumer,2024-08
SO100944,2023-03-03,East,Furniture,Tables,293.78,4,0.05,-41.01,C3462,Corporate,2023-03
SO100946,2024-07-02,North,Technology,Machines,50.8,3,0.0,-5.7,C7318,Corporate,2024-07
SO100947,2025-02-19,West,Furniture,Bookcases,109.86,5,0.0,-6.43,C5394,Corporate,2025-02
SO100948,2024-05-21,West,Office Supplies,Storage,247.33,4,0.0,-49.37,C3798,Consumer,2024-05
SO100949,2024-03-13,South,Furniture,Bookcases,297.54,4,0.0,-36.93,C3127,Consumer,2024-03
SO100951,2023-10-10,West,Furniture,Tables,176.78,3,0.0,-20.67,C8205,Consumer,2023-10
SO100956,2024-06-08,East,Office Supplies,Paper,367.63,1,0.0,-71.65,C9181,Consumer,2024-06
SO100961,2024-01-21,South,Technology,Copiers,92.66,2,0.0,-5.66,C5463,Home Office,2024-01
SO100962,2024-05-07,South,Office Supplies,Pens,184.08,5,0.0,-14.45,C8681,Consumer,2024-05
SO100963,2024-11-12,East,Office Supplies,Paper,232.5,2,0.0,-23.75,C8321,Home Office,2024-11
SO100964,2024-09-11,South,Technology,Copiers,79.87,3,0.1,-2.23,C4809,Consumer,2024-09
SO100967,2024-03-24,North,Technology,Copiers,92.93,2,0.2,-3.96,C5843,Consumer,2024-03
SO100969,2024-04-21,South,Technology,Copiers,369.36,5,0.2,-50.91,C4609,Consumer,2024-04
SO100970,2023-10-24,East,Furniture,Tables,637.75,4,0.0,-99.06,C3633,Corporate,2023-10
SO100975,2024-11-03,East,Technology,Phones,121.05,2,0.0,-7.02,C6067,Corporate,2024-11
SO100978,2023-11-05,North,Furniture,Tables,231.84,4,0.1,-3.28,C9804,Corporate,2023-11
SO100979,2024-07-04,South,Office Supplies,Pens,906.84,2,0.0,-124.77,C5145,Consumer,2024-07
SO100981,2024-12-21,South,Office Supplies,Paper,101.24,4,0.0,-6.89,C9452,Consumer,2024-12
SO100982,2025-03-31,West,Office Supplies,Binders,54.12,2,0.2,-1.34,C9347,Consumer,2025-03
SO100983,2023-03-31,West,Technology,Phones,1035.73,4,0.0,-130.7,C2558,Consumer,2023-03
SO100989,2023-01-02,East,Furniture,Tables,284.5,5,0.0,-24.42,C4965,Consumer,2023-01
SO100993,2023-01-19,West,Furniture,Bookcases,318.21,2,0.0,-60.05,C6654,Home Office,2023-01
SO100997,2024-04-12,West,Technology,Machines,88.95,1,0.0,-10.88,C4697,Home Office,2024-04
SO101000,2023-05-08,South,Office Supplies,Storage,327.27,2,0.0,-13.77,C4829,Corporate,2023-05
SO101003,2024-05-01,East,Office Supplies,Binders,151.1,2,0.05,-17.65,C8383,Corporate,2024-05
SO101005,2023-12-21,West,Office Supplies,Paper,157.31,4,0.1,-24.29,C9287,Consumer,2023-12
SO101008,2025-02-08,North,Office Supplies,Binders,114.34,3,0.1,-21.32,C8466,Consumer,2025-02
SO101015,2023-06-10,West,Furniture,Bookcases,258.96,5,0.0,-17.26,C7059,Consumer,2023-06
SO101020,2024-01-10,South,Office Supplies,Pens,203.85,2,0.05,-9.24,C2741,Small Business,2024-01
SO101022,2024-06-26,West,Office Supplies,Pens,58.33,3,0.0,-0.65,C3370,Home Office,2024-06
SO101026,2025-01-05,South,Office Supplies,Pens,35.11,2,0.0,-1.56,C3614,Consumer,2025-01
SO101027,2024-03-31,East,Office Supplies,Binders,384.26,4,0.2,-47.4,C4383,Home Office,2024-03
SO101029,2024-02-10,South,Office Supplies,Paper,285.02,4,0.05,-23.82,C3747,Home Office,2024-02
SO101030,2024-06-14,East,Furniture,Chairs,541.44,5,0.05,-57.55,C9647,Consumer,2024-06
SO101039,2023-06-01,West,Furniture,Chairs,541.76,5,0.1,-21.53,C6066,Corporate,2023-06
SO101040,2023-04-06,West,Office Supplies,Paper,542.16,2,0.0,-69.41,C9448,Home Office,2023-04
SO101043,2025-01-11,South,Technology,Accessories,186.27,4,0.0,-27.92,C5925,Consumer,2025-01
SO101045,2023-03-06,South,Office Supplies,Paper,17.72,4,0.0,-2.1,C1456,Small Business,2023-03
SO101046,2024-02-20,East,Office Supplies,Pens,293.31,4,0.0,-28.36,C5247,Consumer,2024-02
SO101052,2023-01-26,West,Furniture,Tables,202.6,2,0.05,-9.11,C1504,Consumer,2023-01
SO101053,2024-04-12,West,Furniture,Bookcases,150.52,2,0.0,-8.63,C9754,Corporate,2024-04
SO101056,2024-07-22,West,Technology,Phones,471.0,1,0.0,-46.27,C5673,Consumer,2024-07
SO101057,2024-08-27,West,Furniture,Tables,50.32,2,0.05,-4.23,C1452,Consumer,2024-08
SO101061,2023-06-24,East,Office Supplies,Paper,44.33,5,0.0,-4.0,C8284,Consumer,2023-06
SO101064,2024-03-21,North,Office Supplies,Paper,439.16,5,0.0,-66.59,C9703,Consumer,2024-03
SO101066,2023-06-01,North,Furniture,Chairs,675.81,4,0.0,-4.36,C2020,Small Business,2023-06
SO101067,2023-12-11,South,Technology,Accessories,161.35,5,0.05,-18.64,C5813,Consumer,2023-12
SO101068,2023-08-06,West,Technology,Phones,694.56,2,0.0,-72.07,C9393,Consumer,2023-08
SO101070,2023-07-30,North,Office Supplies,Binders,251.83,4,0.0,-11.68,C8751,Consumer,2023-07
SO101074,2025-03-25,North,Furniture,Tables,133.85,1,0.0,-25.4,C5821,Corporate,2025-03
SO101077,2024-08-08,East,Technology,Phones,44.0,3,0.0,-4.86,C4875,Consumer,2024-08
SO101082,2024-01-17,South,Office Supplies,Paper,288.47,1,0.05,-8.09,C2146,Consumer,2024-01
SO101090,2023-10-06,East,Technology,Accessories,215.8,4,0.1,-30.2,C5820,Consumer,2023-10
SO101091,2023-01-03,North,Furniture,Tables,69.71,3,0.0,-5.88,C9987,Home Office,2023-01
SO101092,2023-08-03,North,Furniture,Chairs,108.5,4,0.0,-21.23,C5251,Consumer,2023-08
SO101093,2023-09-15,East,Office Supplies,Storage,260.9,3,0.0,-30.54,C8411,Consumer,2023-09
SO101097,2025-05-30,South,Furniture,Tables,344.94,1,0.0,-46.12,C1000,Home Office,2025-05
SO101098,2024-12-28,South,Office Supplies,Storage,450.55,3,0.0,-72.62,C5706,Home Office,2024-12
SO101100,2025-04-10,East,Furniture,Chairs,849.14,3,0.1,-162.25,C6337,Small Business,2025-04
SO101101,2024-07-14,South,Technology,Machines,293.72,1,0.05,-23.54,C6085,Consumer,2024-07
SO101103,2024-07-08,North,Technology,Machines,251.56,2,0.0,-36.5,C1058,Home Office,2024-07
SO101104,2023-10-23,North,Technology,Accessories,171.4,4,0.0,-9.92,C6490,Consumer,2023-10
SO101106,2024-03-17,South,Office Supplies,Storage,243.43,2,0.0,-35.48,C3777,Consumer,2024-03
SO101117,2023-01-27,North,Technology,Phones,165.28,2,0.1,-25.01,C7318,Consumer,2023-01
SO101119,2024-06-07,South,Technology,Copiers,117.81,2,0.0,-18.3,C5379,Home Office,2024-06
SO101120,2024-01-23,West,Office Supplies,Paper,97.16,2,0.05,-2.26,C6859,Consumer,2024-01
SO101121,2024-11-25,North,Office Supplies,Pens,382.41,1,0.2,-54.57,C4899,Consumer,2024-11
SO101122,2023-05-10,East,Furniture,Tables,465.55,4,0.0,-71.17,C9665,Corporate,2023-05
SO101129,2023-02-08,South,Office Supplies,Binders,135.52,5,0.2,-1.93,C3598,Corporate,2023-02
SO101131,2023-11-23,East,Furniture,Tables,498.78,5,0.0,-53.37,C5236,Consumer,2023-11
SO101133,2025-04-21,West,Office Supplies,Paper,467.41,2,0.0,-79.1,C1493,Consumer,2025-04
SO101134,2023-01-06,West,Office Supplies,Paper,170.08,2,0.0,-10.68,C9502,Small Business,2023-01
SO101135,2024-04-08,South,Furniture,Chairs,214.39,4,0.0,-34.09,C3902,Corporate,2024-04
SO101142,2023-11-19,South,Technology,Machines,227.44,3,0.1,-0.83,C4897,Consumer,2023-11
SO101150,2024-04-02,North,Furniture,Bookcases,98.01,3,0.0,-10.31,C7470,Consumer,2024-04
SO101157,2023-12-12,West,Technology,Phones,73.99,2,0.0,-13.5,C3277,Home Office,2023-12
SO101158,2023-01-29,West,Office Supplies,Binders,54.84,4,0.1,-3.78,C5690,Corporate,2023-01
SO101159,2025-02-26,South,Office Supplies,Paper,122.22,1,0.0,-16.91,C7321,Consumer,2025-02
SO101160,2025-02-24,North,Technology,Phones,57.92,4,0.0,-4.39,C5106,Consumer,2025-02
SO101171,2023-01-18,South,Office Supplies,Paper,98.14,1,0.2,-13.66,C3175,Consumer,2023-01
SO101174,2023-11-14,West,Office Supplies,Binders,101.99,1,0.1,-1.33,C8439,Home Office,2023-11
SO101175,2023-11-17,North,Technology,Copiers,103.83,5,0.0,-2.43,C1857,Consumer,2023-11
SO101177,2025-03-08,East,Office Supplies,Binders,218.27,1,0.0,-36.7,C8813,Consumer,2025-03
SO101178,2024-11-26,East,Technology,Phones,183.35,1,0.1,-7.55,C5043,Corporate,2024-11
SO101179,2025-03-07,North,Technology,Phones,691.04,4,0.05,-92.9,C7725,Home Office,2025-03
SO101180,2025-06-03,South,Office Supplies,Paper,30.96,2,0.0,-5.38,C4610,Consumer,2025-06
SO101181,2024-04-28,North,Furniture,Tables,102.98,5,0.0,-10.51,C6997,Consumer,2024-04
SO101182,2023-02-13,South,Technology,Phones,52.56,4,0.2,-14.31,C5907,Consumer,2023-02
SO101187,2023-11-03,North,Furniture,Chairs,198.58,2,0.05,-26.89,C1798,Corporate,2023-11
SO101188,2025-05-10,South,Office Supplies,Paper,565.52,1,0.0,-111.39,C9729,Corporate,2025-05
SO101190,2024-11-23,East,Technology,Phones,61.22,3,0.1,-9.19,C9771,Consumer,2024-11
SO101193,2025-04-25,West,Technology,Accessories,227.59,2,0.0,-30.4,C9495,Consumer,2025-04
SO101195,2024-04-18,North,Office Supplies,Paper,493.6,4,0.05,-83.58,C8368,Corporate,2024-04
SO101197,2025-03-22,East,Office Supplies,Storage,490.99,5,0.0,-25.32,C2292,Consumer,2025-03
SO101201,2024-04-18,East,Office Supplies,Paper,89.76,5,0.0,-16.2,C6509,Consumer,2024-04
SO101204,2023-08-21,North,Technology,Machines,112.25,4,0.1,-11.25,C7974,Consumer,2023-08
SO101205,2024-11-22,North,Furniture,Tables,70.83,1,0.0,-5.65,C7777,Consumer,2024-11
SO101206,2024-11-13,South,Office Supplies,Pens,446.11,3,0.0,-14.32,C5546,Corporate,2024-11
SO101210,2024-08-24,East,Office Supplies,Paper,168.36,5,0.1,-8.32,C2313,Consumer,2024-08
SO101215,2024-09-08,East,Office Supplies,Storage,116.13,1,0.05,-8.89,C2996,Consumer,2024-09
SO101223,2025-04-06,East,Furniture,Bookcases,115.4,4,0.0,-22.53,C6800,Consumer,2025-04
SO101224,2025-05-06,West,Furniture,Tables,589.79,2,0.3,-109.7,C4173,Consumer,2025-05
SO101228,2025-05-25,North,Office Supplies,Paper,235.69,2,0.0,-19.78,C8826,Small Business,2025-05
SO101231,2023-01-10,North,Office Supplies,Paper,90.15,3,0.0,-12.67,C4474,Corporate,2023-01
SO101232,2023-04-14,North,Office Supplies,Pens,54.25,1,0.05,-9.09,C3424,Consumer,2023-04
SO101234,2024-11-01,East,Office Supplies,Binders,199.94,1,0.05,-4.36,C9693,Consumer,2024-11
SO101239,2023-03-16,East,Office Supplies,Storage,291.39,4,0.0,-29.19,C3906,Consumer,2023-03
SO101240,2023-12-14,West,Furniture,Chairs,311.14,2,0.0,-24.94,C6712,Consumer,2023-12
SO101241,2023-08-02,South,Office Supplies,Paper,253.73,1,0.0,-26.26,C4485,Consumer,2023-08
SO101253,2023-01-22,South,Technology,Accessories,179.81,3,0.2,-3.67,C9382,Consumer,2023-01
SO101254,2023-03-09,South,Office Supplies,Paper,379.9,1,0.0,-73.82,C6659,Consumer,2023-03
SO101270,2023-03-27,East,Office Supplies,Paper,79.42,1,0.05,-2.44,C9396,Corporate,2023-03
SO101279,2023-10-02,North,Office Supplies,Pens,91.74,1,0.1,-7.63,C4252,Consumer,2023-10
SO101286,2023-01-26,North,Furniture,Bookcases,68.35,5,0.3,-13.74,C7720,Consumer,2023-01
SO101289,2024-08-04,North,Office Supplies,Storage,173.86,4,0.0,-7.12,C9168,Corporate,2024-08
SO101291,2023-03-01,North,Technology,Phones,214.4,2,0.0,-11.27,C6312,Corporate,2023-03
SO101295,2024-09-27,North,Office Supplies,Paper,61.67,5,0.3,-2.28,C6079,Corporate,2024-09
SO101296,2023-02-02,South,Technology,Accessories,73.32,5,0.0,-11.25,C7440,Consumer,2023-02
SO101300,2023-07-20,North,Technology,Accessories,27.62,2,0.05,-5.75,C4941,Consumer,2023-07
SO101307,2025-02-16,East,Office Supplies,Binders,315.68,1,0.0,-55.1,C4555,Home Office,2025-02
SO101308,2025-04-15,West,Technology,Copiers,125.21,2,0.0,-0.16,C3148,Consumer,2025-04
SO101311,2025-02-27,South,Technology,Machines,819.4,3,0.0,-89.87,C3139,Corporate,2025-02
SO101312,2024-02-24,South,Office Supplies,Binders,133.07,4,0.1,-9.07,C9267,Home Office,2024-02
SO101314,2025-01-25,North,Office Supplies,Binders,542.99,5,0.05,-6.27,C2983,Consumer,2025-01
SO101316,2024-11-16,East,Office Supplies,Binders,469.83,5,0.0,-42.42,C7356,Corporate,2024-11
SO101320,2025-03-30,East,Office Supplies,Paper,148.77,5,0.1,-27.47,C3411,Consumer,2025-03
SO101321,2024-05-31,East,Office Supplies,Paper,218.97,1,0.0,-19.5,C5673,Corporate,2024-05
SO101323,2023-02-01,North,Office Supplies,Storage,298.9,5,0.2,-6.92,C4375,Consumer,2023-02
SO101326,2024-03-12,South,Office Supplies,Paper,151.76,2,0.2,-12.38,C5374,Consumer,2024-03
SO101327,2023-09-08,East,Office Supplies,Pens,27.66,4,0.0,-1.0,C6710,Corporate,2023-09
SO101328,2025-03-17,North,Office Supplies,Binders,251.09,4,0.0,-2.25,C4196,Corporate,2025-03
SO101330,2024-12-21,North,Office Supplies,Binders,264.58,2,0.1,-18.34,C1213,Corporate,2024-12
SO101341,2023-02-11,West,Furniture,Chairs,104.7,2,0.0,-16.69,C7904,Consumer,2023-02
SO101345,2024-11-19,West,Technology,Accessories,524.13,5,0.05,-5.17,C4352,Home Office,2024-11
SO101349,2024-10-24,East,Office Supplies,Binders,32.67,1,0.0,-1.02,C9931,Corporate,2024-10
SO101353,2024-01-01,East,Office Supplies,Storage,87.91,2,0.0,-3.65,C4132,Home Office,2024-01
SO101355,2023-06-05,West,Technology,Accessories,55.29,1,0.05,-8.85,C8474,Consumer,2023-06
SO101359,2023-10-04,North,Furniture,Bookcases,142.77,4,0.1,-12.16,C7999,Corporate,2023-10
SO101361,2023-01-27,South,Furniture,Chairs,90.14,4,0.05,-18.58,C4807,Home Office,2023-01
SO101362,2023-12-24,North,Furniture,Bookcases,125.97,4,0.2,-4.07,C7445,Consumer,2023-12
SO101365,2023-09-11,South,Technology,Copiers,187.99,3,0.3,-23.34,C6987,Home Office,2023-09
SO101366,2024-04-11,West,Furniture,Bookcases,212.62,3,0.1,-7.95,C8837,Consumer,2024-04
SO101367,2025-01-12,East,Office Supplies,Binders,69.62,3,0.0,-12.44,C8490,Consumer,2025-01
SO101368,2023-11-12,East,Office Supplies,Paper,483.89,1,0.1,-32.79,C2234,Corporate,2023-11
SO101370,2024-01-05,South,Office Supplies,Pens,462.11,2,0.0,-67.48,C1642,Consumer,2024-01
SO101374,2024-10-25,West,Office Supplies,Storage,45.45,2,0.05,-6.41,C2796,Home Office,2024-10
SO101375,2024-08-03,West,Office Supplies,Paper,254.38,1,0.1,-3.86,C2245,Home Office,2024-08
SO101376,2024-12-10,South,Technology,Machines,74.03,4,0.0,-6.9,C3359,Consumer,2024-12
SO101377,2023-07-09,East,Office Supplies,Pens,333.9,3,0.05,-0.72,C9717,Consumer,2023-07
SO101378,2023-12-10,South,Furniture,Bookcases,88.7,3,0.1,-8.85,C7075,Small Business,2023-12
SO101380,2025-02-26,West,Furniture,Bookcases,106.07,3,0.0,-16.15,C2878,Consumer,2025-02
SO101382,2024-11-07,East,Office Supplies,Paper,34.59,4,0.0,-5.59,C5815,Small Business,2024-11
SO101384,2023-05-30,East,Office Supplies,Paper,204.57,2,0.0,-13.71,C2745,Corporate,2023-05
SO101385,2023-07-25,West,Office Supplies,Paper,24.43,1,0.0,-2.85,C2799,Home Office,2023-07
SO101386,2023-12-29,West,Furniture,Bookcases,306.08,3,0.0,-18.75,C7851,Corporate,2023-12
SO101390,2025-01-23,South,Office Supplies,Paper,175.74,1,0.2,-26.61,C9440,Home Office,2025-01
SO101398,2025-01-03,East,Office Supplies,Pens,274.94,1,0.0,-51.86,C5825,Consumer,2025-01
SO101400,2024-12-15,South,Furniture,Tables,39.94,1,0.0,-5.56,C4813,Consumer,2024-12
SO101402,2025-03-02,South,Office Supplies,Binders,212.04,4,0.0,-9.59,C1630,Consumer,2025-03
SO101405,2024-01-31,North,Furniture,Chairs,47.97,3,0.0,-4.69,C3842,Consumer,2024-01
SO101407,2023-08-05,North,Technology,Copiers,308.75,4,0.0,-38.3,C4875,Consumer,2023-08
SO101408,2023-01-25,North,Office Supplies,Paper,728.12,5,0.0,-15.24,C5458,Consumer,2023-01
SO101410,2023-09-07,South,Furniture,Chairs,146.63,1,0.0,-27.4,C6820,Consumer,2023-09
SO101411,2024-03-28,West,Office Supplies,Paper,106.22,3,0.3,-5.58,C6870,Consumer,2024-03
SO101413,2024-09-25,East,Office Supplies,Storage,121.03,3,0.0,-8.69,C2004,Consumer,2024-09
SO101416,2023-01-03,North,Technology,Machines,224.02,2,0.05,-36.36,C3904,Consumer,2023-01
SO101421,2023-06-06,North,Furniture,Tables,582.53,5,0.1,-60.91,C1773,Consumer,2023-06
SO101424,2023-07-25,North,Furniture,Chairs,509.79,2,0.0,-25.58,C6490,Small Business,2023-07
SO101427,2024-09-09,North,Technology,Accessories,193.41,5,0.0,-34.96,C9871,Corporate,2024-09
SO101429,2023-08-08,North,Office Supplies,Pens,225.48,1,0.1,-13.96,C4377,Home Office,2023-08
SO101434,2024-04-28,North,Furniture,Bookcases,393.77,3,0.05,-44.53,C1243,Home Office,2024-04
SO101440,2023-01-10,West,Office Supplies,Storage,79.35,4,0.0,-5.26,C4070,Home Office,2023-01
SO101442,2025-05-10,West,Furniture,Tables,171.13,1,0.05,-23.81,C1451,Corporate,2025-05
SO101443,2024-08-20,South,Furniture,Chairs,200.66,1,0.0,-4.31,C8471,Home Office,2024-08
SO101444,2024-05-10,West,Office Supplies,Pens,112.69,5,0.0,-21.63,C8421,Corporate,2024-05
SO101446,2024-03-31,North,Furniture,Tables,570.32,3,0.0,-100.06,C5913,Consumer,2024-03
SO101448,2024-01-28,North,Furniture,Chairs,93.47,5,0.0,-6.99,C8598,Home Office,2024-01
SO101455,2024-06-03,West,Technology,Machines,48.14,1,0.0,-9.59,C8836,Consumer,2024-06
SO101456,2025-04-07,East,Office Supplies,Binders,49.49,3,0.1,-0.48,C1879,Consumer,2025-04
SO101457,2024-03-01,South,Office Supplies,Pens,187.32,4,0.0,-7.67,C8340,Home Office,2024-03
SO101458,2023-01-28,South,Technology,Copiers,220.89,5,0.0,-1.47,C2377,Consumer,2023-01
SO101461,2025-06-09,West,Office Supplies,Storage,287.42,4,0.1,-22.74,C6107,Consumer,2025-06
SO101468,2023-02-16,East,Furniture,Chairs,198.16,2,0.2,-2.1,C4038,Consumer,2023-02
SO101472,2023-09-14,South,Office Supplies,Pens,204.95,5,0.05,-6.95,C7641,Consumer,2023-09
SO101477,2023-04-08,East,Furniture,Tables,229.32,3,0.1,-32.73,C6147,Corporate,2023-04
SO101478,2025-01-14,South,Office Supplies,Paper,51.26,5,0.05,-5.08,C8437,Corporate,2025-01
SO101481,2024-02-10,South,Technology,Accessories,75.91,4,0.05,-1.24,C3251,Corporate,2024-02
SO101489,2023-12-26,West,Furniture,Bookcases,55.22,2,0.1,-12.41,C7031,Home Office,2023-12
SO101491,2024-03-16,North,Furniture,Tables,75.67,1,0.0,-7.08,C5812,Consumer,2024-03
SO101496,2024-06-27,South,Technology,Phones,264.86,1,0.0,-18.9,C8502,Consumer,2024-06
SO101497,2024-08-17,East,Office Supplies,Paper,114.02,4,0.1,-17.23,C3893,Consumer,2024-08
SO101505,2023-09-09,East,Office Supplies,Paper,679.09,1,0.05,-35.86,C4769,Corporate,2023-09
SO101510,2023-01-16,North,Office Supplies,Pens,80.5,5,0.3,-12.98,C9062,Consumer,2023-01
SO101513,2023-04-17,North,Technology,Accessories,155.76,3,0.1,-31.25,C5361,Small Business,2023-04
SO101521,2023-06-13,South,Technology,Machines,578.12,1,0.0,-30.8,C6022,Consumer,2023-06
SO101522,2024-05-15,North,Office Supplies,Binders,202.41,4,0.0,-25.58,C4570,Corporate,2024-05
SO101525,2023-08-28,East,Office Supplies,Paper,253.38,3,0.0,-13.97,C5487,Corporate,2023-08
SO101528,2023-07-05,East,Technology,Phones,492.97,1,0.0,-82.77,C7484,Corporate,2023-07
SO101530,2025-03-28,East,Furniture,Tables,95.73,3,0.0,-10.02,C9363,Consumer,2025-03
SO101534,2023-07-15,West,Office Supplies,Binders,497.55,4,0.1,-54.74,C8256,Corporate,2023-07
SO101544,2023-05-20,South,Office Supplies,Pens,69.88,4,0.05,-14.56,C1223,Small Business,2023-05
SO101547,2023-09-01,West,Technology,Copiers,107.34,2,0.0,-21.25,C6490,Consumer,2023-09
SO101548,2023-02-24,South,Furniture,Bookcases,278.97,4,0.0,-9.05,C1071,Consumer,2023-02
SO101549,2025-05-25,West,Furniture,Chairs,101.52,4,0.1,-20.1,C4199,Consumer,2025-05
SO101550,2025-02-03,North,Technology,Copiers,76.28,4,0.3,-13.04,C2540,Corporate,2025-02
SO101556,2024-03-19,South,Technology,Copiers,54.69,4,0.2,-4.81,C7825,Corporate,2024-03
SO101557,2025-01-12,West,Office Supplies,Binders,63.04,2,0.0,-4.62,C5513,Corporate,2025-01
SO101558,2025-04-27,North,Office Supplies,Binders,64.4,1,0.0,-9.57,C3750,Consumer,2025-04
SO101560,2025-03-10,East,Office Supplies,Paper,63.44,2,0.05,-2.01,C4326,Consumer,2025-03
SO101563,2025-01-24,East,Technology,Accessories,40.76,3,0.0,-3.62,C7986,Home Office,2025-01
SO101565,2024-02-27,South,Technology,Copiers,249.92,2,0.1,-35.36,C4125,Consumer,2024-02
SO101566,2024-05-06,North,Office Supplies,Storage,233.63,2,0.0,-8.98,C5422,Consumer,2024-05
SO101572,2023-03-21,East,Furniture,Chairs,62.33,5,0.0,-3.52,C2473,Corporate,2023-03
SO101574,2023-06-25,South,Office Supplies,Binders,43.68,3,0.1,-9.34,C9685,Home Office,2023-06
SO101579,2023-07-07,South,Furniture,Bookcases,48.31,5,0.0,-2.62,C3642,Consumer,2023-07
SO101580,2025-03-03,South,Office Supplies,Pens,462.73,4,0.3,-85.43,C8061,Corporate,2025-03
